Date, ULSP:  Pump price (p/litre),ULSP:  Diff on previous WEEK (p/litre), ULSP: Diff on previous  YEAR (p/litre),Duty rate ULSP (p/litre),VAT (% rate) ULSP,ULSD: Pump price (p/litre),ULSD: Diff on previous WEEK (p/litre),ULSD: Diff on previous  YEAR (p/litre),Duty rate ULSD (p/litre),VAT (% rate) ULSD
09/06/2003,74.59,,,45.82,17.50,76.77,,,45.82,17.50
16/06/2003,74.47,-0.1,,45.82,17.50,76.69,-0.1,,45.82,17.50
23/06/2003,74.42,0.0,,45.82,17.50,76.62,-0.1,,45.82,17.50
30/06/2003,74.35,-0.1,,45.82,17.50,76.51,-0.1,,45.82,17.50
07/07/2003,74.28,-0.1,,45.82,17.50,76.46,0.0,,45.82,17.50
14/07/2003,74.21,-0.1,,45.82,17.50,76.41,0.0,,45.82,17.50
21/07/2003,75.07,0.9,,45.82,17.50,76.90,0.5,,45.82,17.50
28/07/2003,75.10,0.0,,45.82,17.50,76.86,0.0,,45.82,17.50
04/08/2003,75.12,0.0,,45.82,17.50,76.81,0.0,,45.82,17.50
11/08/2003,75.44,0.3,,45.82,17.50,77.08,0.3,,45.82,17.50
18/08/2003,75.81,0.4,,45.82,17.50,77.44,0.4,,45.82,17.50
26/08/2003,76.05,0.2,,45.82,17.50,77.68,0.2,,45.82,17.50
01/09/2003,76.13,0.1,,45.82,17.50,77.59,-0.1,,45.82,17.50
08/09/2003,76.23,0.1,,45.82,17.50,77.67,0.1,,45.82,17.50
15/09/2003,76.20,0.0,,45.82,17.50,77.63,0.0,,45.82,17.50
22/09/2003,76.15,0.0,,45.82,17.50,77.55,-0.1,,45.82,17.50
29/09/2003,76.08,-0.1,,45.82,17.50,77.53,0.0,,45.82,17.50
06/10/2003,76.43,0.3,,47.10,17.50,77.66,0.1,,47.10,17.50
13/10/2003,75.90,-0.5,,47.10,17.50,77.43,-0.2,,47.10,17.50
20/10/2003,76.05,0.2,,47.10,17.50,77.54,0.1,,47.10,17.50
27/10/2003,76.00,-0.1,,47.10,17.50,77.51,0.0,,47.10,17.50
03/11/2003,76.00,0.0,,47.10,17.50,77.52,0.0,,47.10,17.50
10/11/2003,75.94,-0.1,,47.10,17.50,77.47,-0.1,,47.10,17.50
17/11/2003,75.93,0.0,,47.10,17.50,77.52,0.0,,47.10,17.50
24/11/2003,76.02,0.1,,47.10,17.50,77.67,0.2,,47.10,17.50
01/12/2003,76.00,0.0,,47.10,17.50,77.66,0.0,,47.10,17.50
08/12/2003,75.97,0.0,,47.10,17.50,77.63,0.0,,47.10,17.50
15/12/2003,75.96,0.0,,47.10,17.50,77.62,0.0,,47.10,17.50
22/12/2003,75.92,0.0,,47.10,17.50,77.61,0.0,,47.10,17.50
29/12/2003,75.94,0.0,,47.10,17.50,77.60,0.0,,47.10,17.50
05/01/2004,75.88,-0.1,,47.10,17.50,77.54,-0.1,,47.10,17.50
12/01/2004,75.90,0.0,,47.10,17.50,77.54,0.0,,47.10,17.50
19/01/2004,76.36,0.5,,47.10,17.50,78.06,0.5,,47.10,17.50
26/01/2004,76.44,0.1,,47.10,17.50,78.08,0.0,,47.10,17.50
02/02/2004,76.48,0.0,,47.10,17.50,78.13,0.0,,47.10,17.50
09/02/2004,76.50,0.0,,47.10,17.50,77.98,-0.1,,47.10,17.50
16/02/2004,76.44,-0.1,,47.10,17.50,78.00,0.0,,47.10,17.50
23/02/2004,76.38,-0.1,,47.10,17.50,77.93,-0.1,,47.10,17.50
01/03/2004,76.32,-0.1,,47.10,17.50,77.87,-0.1,,47.10,17.50
08/03/2004,76.73,0.4,,47.10,17.50,78.25,0.4,,47.10,17.50
15/03/2004,77.39,0.7,,47.10,17.50,78.80,0.5,,47.10,17.50
22/03/2004,77.44,0.1,,47.10,17.50,78.92,0.1,,47.10,17.50
29/03/2004,77.59,0.2,,47.10,17.50,79.01,0.1,,47.10,17.50
05/04/2004,77.86,0.3,,47.10,17.50,79.23,0.2,,47.10,17.50
12/04/2004,77.88,0.0,,47.10,17.50,79.27,0.0,,47.10,17.50
19/04/2004,78.04,0.2,,47.10,17.50,79.43,0.2,,47.10,17.50
26/04/2004,78.40,0.4,,47.10,17.50,79.75,0.3,,47.10,17.50
04/05/2004,79.28,0.9,,47.10,17.50,80.64,0.9,,47.10,17.50
10/05/2004,80.30,1.0,,47.10,17.50,81.68,1.0,,47.10,17.50
17/05/2004,81.49,1.2,,47.10,17.50,82.83,1.2,,47.10,17.50
24/05/2004,82.13,0.6,,47.10,17.50,83.48,0.6,,47.10,17.50
31/05/2004,82.35,0.2,,47.10,17.50,83.61,0.1,,47.10,17.50
07/06/2004,82.44,0.1,7.9,47.10,17.50,83.65,0.0,6.9,47.10,17.50
14/06/2004,81.54,-0.9,7.1,47.10,17.50,82.60,-1.0,5.9,47.10,17.50
21/06/2004,81.04,-0.5,6.6,47.10,17.50,82.09,-0.5,5.5,47.10,17.50
28/06/2004,80.41,-0.6,6.1,47.10,17.50,81.04,-1.0,4.5,47.10,17.50
05/07/2004,79.87,-0.5,5.6,47.10,17.50,80.51,-0.5,4.1,47.10,17.50
12/07/2004,80.34,0.5,6.1,47.10,17.50,81.05,0.5,4.6,47.10,17.50
19/07/2004,80.84,0.5,5.8,47.10,17.50,81.68,0.6,4.8,47.10,17.50
26/07/2004,80.87,0.0,5.8,47.10,17.50,81.70,0.0,4.8,47.10,17.50
02/08/2004,80.86,0.0,5.7,47.10,17.50,81.79,0.1,5.0,47.10,17.50
09/08/2004,81.18,0.3,5.7,47.10,17.50,82.14,0.4,5.1,47.10,17.50
16/08/2004,81.25,0.1,5.4,47.10,17.50,82.33,0.2,4.9,47.10,17.50
23/08/2004,81.51,0.3,5.5,47.10,17.50,82.82,0.5,5.1,47.10,17.50
31/08/2004,81.53,0.0,5.4,47.10,17.50,82.89,0.1,5.3,47.10,17.50
06/09/2004,81.37,-0.2,5.1,47.10,17.50,82.92,0.0,5.3,47.10,17.50
13/09/2004,81.31,-0.1,5.1,47.10,17.50,82.91,0.0,5.3,47.10,17.50
20/09/2004,81.28,0.0,5.1,47.10,17.50,83.03,0.1,5.5,47.10,17.50
27/09/2004,81.63,0.3,5.5,47.10,17.50,83.46,0.4,5.9,47.10,17.50
04/10/2004,82.05,0.4,5.6,47.10,17.50,83.84,0.4,6.2,47.10,17.50
11/10/2004,83.11,1.1,7.2,47.10,17.50,85.01,1.2,7.6,47.10,17.50
18/10/2004,83.35,0.2,7.3,47.10,17.50,85.34,0.3,7.8,47.10,17.50
25/10/2004,83.94,0.6,7.9,47.10,17.50,86.03,0.7,8.5,47.10,17.50
01/11/2004,84.27,0.3,8.3,47.10,17.50,86.42,0.4,8.9,47.10,17.50
08/11/2004,84.34,0.1,8.4,47.10,17.50,86.54,0.1,9.1,47.10,17.50
15/11/2004,84.26,-0.1,8.3,47.10,17.50,86.42,-0.1,8.9,47.10,17.50
22/11/2004,81.46,-2.8,5.4,47.10,17.50,85.17,-1.3,7.5,47.10,17.50
29/11/2004,84.17,2.7,8.2,47.10,17.50,86.36,1.2,8.7,47.10,17.50
06/12/2004,84.06,-0.1,8.1,47.10,17.50,86.40,0.0,8.8,47.10,17.50
13/12/2004,82.73,-1.3,6.8,47.10,17.50,85.98,-0.4,8.4,47.10,17.50
20/12/2004,81.46,-1.3,5.5,47.10,17.50,85.17,-0.8,7.6,47.10,17.50
27/12/2004,81.20,-0.3,5.3,47.10,17.50,85.14,0.0,7.5,47.10,17.50
03/01/2005,81.17,0.0,5.3,47.10,17.50,85.12,0.0,7.6,47.10,17.50
10/01/2005,79.84,-1.3,3.9,47.10,17.50,84.87,-0.3,7.3,47.10,17.50
17/01/2005,78.93,-0.9,2.6,47.10,17.50,83.94,-0.9,5.9,47.10,17.50
24/01/2005,78.93,0.0,2.5,47.10,17.50,83.87,-0.1,5.8,47.10,17.50
31/01/2005,79.54,0.6,3.1,47.10,17.50,84.23,0.4,6.1,47.10,17.50
07/02/2005,79.84,0.3,3.3,47.10,17.50,84.27,0.0,6.3,47.10,17.50
14/02/2005,80.03,0.2,3.6,47.10,17.50,84.32,0.0,6.3,47.10,17.50
21/02/2005,80.15,0.1,3.8,47.10,17.50,84.36,0.0,6.4,47.10,17.50
28/02/2005,80.45,0.3,4.1,47.10,17.50,84.65,0.3,6.8,47.10,17.50
07/03/2005,81.16,0.7,4.4,47.10,17.50,85.64,1.0,7.4,47.10,17.50
14/03/2005,81.64,0.5,4.2,47.10,17.50,86.11,0.5,7.3,47.10,17.50
21/03/2005,82.70,1.1,5.3,47.10,17.50,87.06,0.9,8.1,47.10,17.50
28/03/2005,83.40,0.7,5.8,47.10,17.50,87.68,0.6,8.7,47.10,17.50
04/04/2005,83.91,0.5,6.1,47.10,17.50,88.30,0.6,9.1,47.10,17.50
11/04/2005,85.61,1.7,7.7,47.10,17.50,89.82,1.5,10.5,47.10,17.50
18/04/2005,85.63,0.0,7.6,47.10,17.50,89.80,0.0,10.4,47.10,17.50
25/04/2005,85.51,-0.1,7.1,47.10,17.50,89.62,-0.2,9.9,47.10,17.50
02/05/2005,85.44,-0.1,6.2,47.10,17.50,89.30,-0.3,8.7,47.10,17.50
09/05/2005,85.36,-0.1,5.1,47.10,17.50,89.46,0.2,7.8,47.10,17.50
16/05/2005,85.27,-0.1,3.8,47.10,17.50,89.40,-0.1,6.6,47.10,17.50
23/05/2005,84.77,-0.5,2.6,47.10,17.50,89.00,-0.4,5.5,47.10,17.50
30/05/2005,84.18,-0.6,1.8,47.10,17.50,88.39,-0.6,4.8,47.10,17.50
06/06/2005,84.01,-0.2,1.6,47.10,17.50,88.23,-0.2,4.6,47.10,17.50
13/06/2005,84.99,1.0,3.4,47.10,17.50,88.96,0.7,6.4,47.10,17.50
20/06/2005,85.52,0.5,4.5,47.10,17.50,89.54,0.6,7.4,47.10,17.50
27/06/2005,86.73,1.2,6.3,47.10,17.50,90.27,0.7,9.2,47.10,17.50
04/07/2005,87.49,0.8,7.6,47.10,17.50,91.00,0.7,10.5,47.10,17.50
11/07/2005,87.73,0.2,7.4,47.10,17.50,91.89,0.9,10.8,47.10,17.50
18/07/2005,88.55,0.8,7.7,47.10,17.50,92.67,0.8,11.0,47.10,17.50
25/07/2005,89.00,0.4,8.1,47.10,17.50,93.03,0.4,11.3,47.10,17.50
01/08/2005,89.25,0.2,8.4,47.10,17.50,93.26,0.2,11.5,47.10,17.50
08/08/2005,89.67,0.4,8.5,47.10,17.50,93.63,0.4,11.5,47.10,17.50
15/08/2005,90.56,0.9,9.3,47.10,17.50,94.50,0.9,12.2,47.10,17.50
22/08/2005,90.77,0.2,9.3,47.10,17.50,94.68,0.2,11.9,47.10,17.50
29/08/2005,91.42,0.6,9.9,47.10,17.50,95.33,0.7,12.4,47.10,17.50
05/09/2005,94.37,3.0,13.0,47.10,17.50,97.19,1.9,14.3,47.10,17.50
12/09/2005,95.07,0.7,13.8,47.10,17.50,97.89,0.7,15.0,47.10,17.50
19/09/2005,94.41,-0.7,13.1,47.10,17.50,97.32,-0.6,14.3,47.10,17.50
26/09/2005,93.33,-1.1,11.7,47.10,17.50,96.27,-1.0,12.8,47.10,17.50
03/10/2005,93.51,0.2,11.5,47.10,17.50,96.61,0.3,12.8,47.10,17.50
10/10/2005,94.25,0.7,11.1,47.10,17.50,97.05,0.4,12.0,47.10,17.50
17/10/2005,94.14,-0.1,10.8,47.10,17.50,97.00,0.0,11.7,47.10,17.50
24/10/2005,93.47,-0.7,9.5,47.10,17.50,96.80,-0.2,10.8,47.10,17.50
31/10/2005,92.79,-0.7,8.5,47.10,17.50,96.57,-0.2,10.2,47.10,17.50
07/11/2005,92.47,-0.3,8.1,47.10,17.50,96.59,0.0,10.0,47.10,17.50
14/11/2005,90.53,-1.9,6.3,47.10,17.50,94.92,-1.7,8.5,47.10,17.50
21/11/2005,88.61,-1.9,7.1,47.10,17.50,93.22,-1.7,8.1,47.10,17.50
28/11/2005,87.35,-1.3,3.2,47.10,17.50,91.80,-1.4,5.4,47.10,17.50
05/12/2005,87.35,0.0,3.3,47.10,17.50,91.80,0.0,5.4,47.10,17.50
12/12/2005,87.20,-0.1,4.5,47.10,17.50,91.48,-0.3,5.5,47.10,17.50
19/12/2005,87.56,0.4,6.1,47.10,17.50,91.83,0.4,6.7,47.10,17.50
26/12/2005,87.88,0.3,6.7,47.10,17.50,92.12,0.3,7.0,47.10,17.50
02/01/2006,88.03,0.1,6.9,47.10,17.50,92.27,0.1,7.1,47.10,17.50
09/01/2006,88.56,0.5,8.7,47.10,17.50,92.94,0.7,8.1,47.10,17.50
16/01/2006,89.01,0.4,10.1,47.10,17.50,93.19,0.2,9.2,47.10,17.50
23/01/2006,89.55,0.5,10.6,47.10,17.50,93.62,0.4,9.8,47.10,17.50
30/01/2006,89.88,0.3,10.3,47.10,17.50,93.93,0.3,9.7,47.10,17.50
06/02/2006,89.73,-0.1,9.9,47.10,17.50,93.85,-0.1,9.6,47.10,17.50
13/02/2006,89.65,-0.1,9.6,47.10,17.50,93.77,-0.1,9.5,47.10,17.50
20/02/2006,89.60,-0.1,9.4,47.10,17.50,93.75,0.0,9.4,47.10,17.50
27/02/2006,89.51,-0.1,9.1,47.10,17.50,93.69,-0.1,9.0,47.10,17.50
06/03/2006,89.37,-0.1,8.2,47.10,17.50,93.63,-0.1,8.0,47.10,17.50
13/03/2006,89.55,0.2,7.9,47.10,17.50,93.85,0.2,7.7,47.10,17.50
20/03/2006,90.19,0.6,7.5,47.10,17.50,94.42,0.6,7.4,47.10,17.50
27/03/2006,91.16,1.0,7.8,47.10,17.50,94.95,0.5,7.3,47.10,17.50
03/04/2006,91.78,0.6,7.9,47.10,17.50,95.64,0.7,7.3,47.10,17.50
10/04/2006,92.77,1.0,7.2,47.10,17.50,96.40,0.8,6.6,47.10,17.50
18/04/2006,94.23,1.5,8.6,47.10,17.50,97.64,1.2,7.8,47.10,17.50
24/04/2006,95.35,1.1,9.8,47.10,17.50,98.50,0.9,8.9,47.10,17.50
01/05/2006,96.13,0.8,10.7,47.10,17.50,98.90,0.4,9.6,47.10,17.50
08/05/2006,96.46,0.3,11.1,47.10,17.50,98.90,0.0,9.4,47.10,17.50
15/05/2006,96.39,-0.1,11.1,47.10,17.50,98.74,-0.2,9.3,47.10,17.50
22/05/2006,96.10,-0.3,11.3,47.10,17.50,98.50,-0.2,9.5,47.10,17.50
29/05/2006,95.36,-0.7,11.2,47.10,17.50,97.69,-0.8,9.3,47.10,17.50
05/06/2006,95.24,-0.1,11.2,47.10,17.50,97.55,-0.1,9.3,47.10,17.50
12/06/2006,95.49,0.3,10.5,47.10,17.50,97.75,0.2,8.8,47.10,17.50
19/06/2006,95.44,-0.1,9.9,47.10,17.50,97.77,0.0,8.2,47.10,17.50
26/06/2006,94.97,-0.5,8.2,47.10,17.50,97.36,-0.4,7.1,47.10,17.50
03/07/2006,95.27,0.3,7.8,47.10,17.50,97.60,0.2,6.6,47.10,17.50
10/07/2006,95.69,0.4,8.0,47.10,17.50,97.99,0.4,6.1,47.10,17.50
17/07/2006,96.88,1.2,8.3,47.10,17.50,98.74,0.7,6.1,47.10,17.50
24/07/2006,97.78,0.9,8.8,47.10,17.50,99.41,0.7,6.4,47.10,17.50
31/07/2006,97.83,0.0,8.6,47.10,17.50,99.41,0.0,6.2,47.10,17.50
07/08/2006,98.05,0.2,8.4,47.10,17.50,99.57,0.2,5.9,47.10,17.50
14/08/2006,97.82,-0.2,7.3,47.10,17.50,99.45,-0.1,4.9,47.10,17.50
21/08/2006,95.74,-2.1,5.0,47.10,17.50,97.93,-1.5,3.3,47.10,17.50
28/08/2006,94.40,-1.3,3.0,47.10,17.50,96.67,-1.3,1.3,47.10,17.50
04/09/2006,92.88,-1.5,-1.5,47.10,17.50,95.92,-0.7,-1.3,47.10,17.50
11/09/2006,91.48,-1.4,-3.6,47.10,17.50,95.34,-0.6,-2.5,47.10,17.50
18/09/2006,89.78,-1.7,-4.6,47.10,17.50,94.95,-0.4,-2.4,47.10,17.50
25/09/2006,88.20,-1.6,-5.1,47.10,17.50,93.51,-1.4,-2.8,47.10,17.50
02/10/2006,86.95,-1.3,-6.6,47.10,17.50,92.13,-1.4,-4.5,47.10,17.50
09/10/2006,86.60,-0.3,-7.7,47.10,17.50,91.74,-0.4,-5.3,47.10,17.50
16/10/2006,85.91,-0.7,-8.2,47.10,17.50,91.59,-0.2,-5.4,47.10,17.50
23/10/2006,85.74,-0.2,-7.7,47.10,17.50,91.22,-0.4,-5.6,47.10,17.50
30/10/2006,85.60,-0.1,-7.2,47.10,17.50,91.17,-0.1,-5.4,47.10,17.50
06/11/2006,85.54,-0.1,-6.9,47.10,17.50,91.12,0.0,-5.5,47.10,17.50
13/11/2006,85.49,-0.1,-5.0,47.10,17.50,91.15,0.0,-3.8,47.10,17.50
20/11/2006,85.45,0.0,-3.2,47.10,17.50,91.17,0.0,-2.1,47.10,17.50
27/11/2006,85.47,0.0,-1.9,47.10,17.50,91.17,0.0,-0.6,47.10,17.50
04/12/2006,85.46,0.0,-1.9,47.10,17.50,91.50,0.3,-0.3,47.10,17.50
11/12/2006,87.44,2.0,0.2,48.35,17.50,92.96,1.5,1.5,48.35,17.50
18/12/2006,87.70,0.3,0.1,48.35,17.50,93.26,0.3,1.4,48.35,17.50
25/12/2006,87.90,0.2,0.0,48.35,17.50,93.41,0.2,1.3,48.35,17.50
01/01/2007,87.85,-0.1,-0.2,48.35,17.50,93.40,0.0,1.1,48.35,17.50
08/01/2007,87.66,-0.2,-0.9,48.35,17.50,93.11,-0.3,0.2,48.35,17.50
15/01/2007,87.10,-0.6,-1.9,48.35,17.50,91.55,-1.6,-1.6,48.35,17.50
22/01/2007,86.28,-0.8,-3.3,48.35,17.50,90.45,-1.1,-3.2,48.35,17.50
29/01/2007,85.66,-0.6,-4.2,48.35,17.50,89.70,-0.8,-4.2,48.35,17.50
05/02/2007,85.62,0.0,-4.1,48.35,17.50,89.63,-0.1,-4.2,48.35,17.50
12/02/2007,86.12,0.5,-3.5,48.35,17.50,90.11,0.5,-3.7,48.35,17.50
19/02/2007,86.60,0.5,-3.0,48.35,17.50,90.55,0.4,-3.2,48.35,17.50
26/02/2007,87.07,0.5,-2.4,48.35,17.50,91.02,0.5,-2.7,48.35,17.50
05/03/2007,87.74,0.7,-1.6,48.35,17.50,91.59,0.6,-2.0,48.35,17.50
12/03/2007,88.48,0.7,-1.1,48.35,17.50,92.17,0.6,-1.7,48.35,17.50
19/03/2007,88.93,0.5,-1.3,48.35,17.50,92.61,0.4,-1.8,48.35,17.50
26/03/2007,89.32,0.4,-1.8,48.35,17.50,92.91,0.3,-2.0,48.35,17.50
02/04/2007,90.47,1.2,-1.3,48.35,17.50,93.90,1.0,-1.7,48.35,17.50
10/04/2007,91.18,0.7,-1.6,48.35,17.50,94.33,0.4,-2.1,48.35,17.50
16/04/2007,91.99,0.8,-2.2,48.35,17.50,94.86,0.5,-2.8,48.35,17.50
23/04/2007,92.93,0.9,-2.4,48.35,17.50,95.39,0.5,-3.1,48.35,17.50
30/04/2007,93.45,0.5,-2.7,48.35,17.50,95.71,0.3,-3.2,48.35,17.50
07/05/2007,94.43,1.0,-2.0,48.35,17.50,96.12,0.4,-2.8,48.35,17.50
14/05/2007,95.07,0.6,-1.3,48.35,17.50,96.47,0.3,-2.3,48.35,17.50
21/05/2007,95.71,0.6,-0.4,48.35,17.50,96.69,0.2,-1.8,48.35,17.50
28/05/2007,96.16,0.5,0.8,48.35,17.50,96.99,0.3,-0.7,48.35,17.50
04/06/2007,96.51,0.4,1.3,48.35,17.50,97.19,0.2,-0.4,48.35,17.50
11/06/2007,96.61,0.1,1.1,48.35,17.50,97.20,0.0,-0.6,48.35,17.50
18/06/2007,96.56,-0.1,1.1,48.35,17.50,97.11,-0.1,-0.7,48.35,17.50
25/06/2007,96.54,0.0,1.6,48.35,17.50,97.12,0.0,-0.2,48.35,17.50
02/07/2007,96.36,-0.2,1.1,48.35,17.50,96.89,-0.2,-0.7,48.35,17.50
09/07/2007,96.20,-0.2,0.5,48.35,17.50,96.78,-0.1,-1.2,48.35,17.50
16/07/2007,96.21,0.0,-0.7,48.35,17.50,96.79,0.0,-2.0,48.35,17.50
23/07/2007,96.23,0.0,-1.6,48.35,17.50,96.83,0.0,-2.6,48.35,17.50
30/07/2007,96.20,0.0,-1.6,48.35,17.50,96.77,-0.1,-2.6,48.35,17.50
06/08/2007,96.15,0.0,-1.9,48.35,17.50,96.72,0.0,-2.9,48.35,17.50
13/08/2007,96.00,-0.1,-1.8,48.35,17.50,96.70,0.0,-2.7,48.35,17.50
20/08/2007,95.31,-0.7,-0.4,48.35,17.50,96.59,-0.1,-1.3,48.35,17.50
27/08/2007,95.00,-0.3,0.6,48.35,17.50,96.37,-0.2,-0.3,48.35,17.50
03/09/2007,94.80,-0.2,1.9,48.35,17.50,96.37,0.0,0.4,48.35,17.50
10/09/2007,94.63,-0.2,3.2,48.35,17.50,96.34,0.0,1.0,48.35,17.50
17/09/2007,94.65,0.0,4.9,48.35,17.50,96.45,0.1,1.5,48.35,17.50
24/09/2007,94.91,0.3,6.7,48.35,17.50,96.90,0.5,3.4,48.35,17.50
01/10/2007,96.39,1.5,9.4,50.35,17.50,98.51,1.6,6.4,50.35,17.50
08/10/2007,97.14,0.7,10.5,50.35,17.50,99.10,0.6,7.4,50.35,17.50
15/10/2007,97.19,0.1,11.3,50.35,17.50,99.18,0.1,7.6,50.35,17.50
22/10/2007,97.81,0.6,12.1,50.35,17.50,99.89,0.7,8.7,50.35,17.50
29/10/2007,98.26,0.5,12.7,50.35,17.50,100.69,0.8,9.5,50.35,17.50
05/11/2007,99.36,1.1,13.8,50.35,17.50,102.16,1.5,11.0,50.35,17.50
12/11/2007,100.74,1.4,15.3,50.35,17.50,104.17,2.0,13.0,50.35,17.50
19/11/2007,101.47,0.7,16.0,50.35,17.50,105.28,1.1,14.1,50.35,17.50
26/11/2007,102.13,0.7,16.7,50.35,17.50,106.25,1.0,15.1,50.35,17.50
03/12/2007,102.58,0.5,17.1,50.35,17.50,107.19,0.9,15.7,50.35,17.50
10/12/2007,102.67,0.1,15.2,50.35,17.50,107.47,0.3,14.5,50.35,17.50
17/12/2007,102.60,-0.1,14.9,50.35,17.50,107.56,0.1,14.3,50.35,17.50
24/12/2007,102.53,-0.1,14.6,50.35,17.50,107.50,-0.1,14.1,50.35,17.50
31/12/2007,102.66,0.1,14.8,50.35,17.50,107.61,0.1,14.2,50.35,17.50
07/01/2008,103.37,0.7,15.7,50.35,17.50,108.29,0.7,15.2,50.35,17.50
14/01/2008,103.82,0.5,16.7,50.35,17.50,108.77,0.5,17.2,50.35,17.50
21/01/2008,104.22,0.4,17.9,50.35,17.50,109.09,0.3,18.6,50.35,17.50
28/01/2008,104.22,0.0,18.6,50.35,17.50,109.11,0.0,19.4,50.35,17.50
04/02/2008,104.03,-0.2,18.4,50.35,17.50,108.99,-0.1,19.4,50.35,17.50
11/02/2008,103.67,-0.4,17.5,50.35,17.50,108.86,-0.1,18.8,50.35,17.50
18/02/2008,103.70,0.0,17.1,50.35,17.50,108.99,0.1,18.4,50.35,17.50
25/02/2008,104.65,1.0,17.6,50.35,17.50,110.21,1.2,19.2,50.35,17.50
03/03/2008,105.24,0.6,17.5,50.35,17.50,110.90,0.7,19.3,50.35,17.50
10/03/2008,105.96,0.7,17.5,50.35,17.50,112.23,1.3,20.1,50.35,17.50
17/03/2008,106.41,0.5,17.5,50.35,17.50,113.08,0.9,20.5,50.35,17.50
24/03/2008,106.90,0.5,17.6,50.35,17.50,114.40,1.3,21.5,50.35,17.50
31/03/2008,107.10,0.2,16.6,50.35,17.50,114.79,0.4,20.9,50.35,17.50
07/04/2008,107.24,0.1,16.1,50.35,17.50,115.47,0.7,21.1,50.35,17.50
14/04/2008,107.61,0.4,15.6,50.35,17.50,116.51,1.0,21.7,50.35,17.50
21/04/2008,108.57,1.0,15.6,50.35,17.50,118.06,1.5,22.7,50.35,17.50
28/04/2008,109.50,0.9,16.0,50.35,17.50,119.10,1.0,23.4,50.35,17.50
05/05/2008,110.30,0.8,15.9,50.35,17.50,120.37,1.3,24.3,50.35,17.50
12/05/2008,111.04,0.7,16.0,50.35,17.50,121.49,1.1,25.0,50.35,17.50
19/05/2008,112.96,1.9,17.3,50.35,17.50,124.50,3.0,27.8,50.35,17.50
26/05/2008,114.79,1.8,18.6,50.35,17.50,127.21,2.7,30.2,50.35,17.50
02/06/2008,116.03,1.2,19.5,50.35,17.50,128.82,1.6,31.6,50.35,17.50
09/06/2008,116.86,0.8,20.2,50.35,17.50,129.68,0.9,32.5,50.35,17.50
16/06/2008,117.69,0.8,21.1,50.35,17.50,130.66,1.0,33.5,50.35,17.50
23/06/2008,118.44,0.7,21.9,50.35,17.50,131.45,0.8,34.3,50.35,17.50
30/06/2008,118.84,0.4,22.5,50.35,17.50,132.03,0.6,35.1,50.35,17.50
07/07/2008,119.28,0.4,23.1,50.35,17.50,132.55,0.5,35.8,50.35,17.50
14/07/2008,119.44,0.2,23.2,50.35,17.50,132.87,0.3,36.1,50.35,17.50
21/07/2008,119.40,0.0,23.2,50.35,17.50,132.89,0.0,36.1,50.35,17.50
28/07/2008,116.91,-2.5,20.7,50.35,17.50,130.71,-2.2,33.9,50.35,17.50
04/08/2008,115.06,-1.9,18.9,50.35,17.50,128.19,-2.5,31.5,50.35,17.50
11/08/2008,113.92,-1.1,17.9,50.35,17.50,126.20,-2.0,29.5,50.35,17.50
18/08/2008,112.22,-1.7,16.9,50.35,17.50,124.10,-2.1,27.5,50.35,17.50
25/08/2008,112.02,-0.2,17.0,50.35,17.50,123.74,-0.4,27.4,50.35,17.50
01/09/2008,112.20,0.2,17.4,50.35,17.50,123.89,0.2,27.5,50.35,17.50
08/09/2008,112.55,0.3,17.9,50.35,17.50,124.20,0.3,27.9,50.35,17.50
15/09/2008,112.51,0.0,17.9,50.35,17.50,124.14,-0.1,27.7,50.35,17.50
22/09/2008,110.81,-1.7,15.9,50.35,17.50,122.61,-1.5,25.7,50.35,17.50
29/09/2008,109.85,-1.0,13.5,50.35,17.50,121.65,-1.0,23.1,50.35,17.50
06/10/2008,109.45,-0.4,12.3,50.35,17.50,121.14,-0.5,22.0,50.35,17.50
13/10/2008,107.04,-2.4,9.8,50.35,17.50,118.42,-2.7,19.2,50.35,17.50
20/10/2008,102.66,-4.4,4.9,50.35,17.50,114.31,-4.1,14.4,50.35,17.50
27/10/2008,98.62,-4.0,0.4,50.35,17.50,111.01,-3.3,10.3,50.35,17.50
03/11/2008,97.40,-1.2,-2.0,50.35,17.50,109.87,-1.1,7.7,50.35,17.50
