Date, ULSP:  Pump price (p/litre),ULSP:  Diff on previous WEEK (p/litre), ULSP: Diff on previous  YEAR (p/litre),Duty rate ULSP (p/litre),VAT (% rate) ULSP,ULSD: Pump price (p/litre),ULSD: Diff on previous WEEK (p/litre),ULSD: Diff on previous  YEAR (p/litre),Duty rate ULSD (p/litre),VAT (% rate) ULSD
10/11/2008,95.89,-1.5,-4.9,50.35,17.50,109.13,-0.7,5.0,50.35,17.50
17/11/2008,94.83,-1.1,-6.6,50.35,17.50,108.73,-0.4,3.4,50.35,17.50
24/11/2008,92.79,-2.0,-9.3,50.35,17.50,107.78,-0.9,1.5,50.35,17.50
01/12/2008,91.47,-1.3,-11.1,52.35,15.00,106.56,-1.2,-0.6,52.35,15.00
08/12/2008,90.16,-1.3,-12.5,52.35,15.00,104.87,-1.7,-2.6,52.35,15.00
15/12/2008,89.07,-1.1,-13.5,52.35,15.00,101.24,-3.6,-6.3,52.35,15.00
22/12/2008,88.01,-1.1,-14.5,52.35,15.00,99.94,-1.3,-7.6,52.35,15.00
29/12/2008,87.34,-0.7,-15.3,52.35,15.00,99.17,-0.8,-8.4,52.35,15.00
05/01/2009,85.42,-1.9,-17.9,52.35,15.00,97.57,-1.6,-10.7,52.35,15.00
12/01/2009,86.02,0.6,-17.8,52.35,15.00,98.32,0.7,-10.5,52.35,15.00
19/01/2009,86.19,0.2,-18.0,52.35,15.00,98.45,0.1,-10.6,52.35,15.00
26/01/2009,87.42,1.2,-16.8,52.35,15.00,99.39,0.9,-9.7,52.35,15.00
02/02/2009,88.16,0.7,-15.9,52.35,15.00,99.82,0.4,-9.2,52.35,15.00
09/02/2009,89.28,1.1,-14.4,52.35,15.00,100.31,0.5,-8.5,52.35,15.00
16/02/2009,90.12,0.8,-13.6,52.35,15.00,100.86,0.5,-8.1,52.35,15.00
23/02/2009,90.33,0.2,-14.3,52.35,15.00,100.81,0.0,-9.4,52.35,15.00
02/03/2009,90.28,0.0,-15.0,52.35,15.00,100.64,-0.2,-10.3,52.35,15.00
09/03/2009,90.15,-0.1,-15.8,52.35,15.00,100.03,-0.6,-12.2,52.35,15.00
16/03/2009,90.16,0.0,-16.3,52.35,15.00,99.82,-0.2,-13.3,52.35,15.00
23/03/2009,90.16,0.0,-16.7,52.35,15.00,99.52,-0.3,-14.9,52.35,15.00
30/03/2009,91.35,1.2,-15.8,52.35,15.00,99.98,0.5,-14.8,52.35,15.00
06/04/2009,93.72,2.4,-13.5,54.19,15.00,102.14,2.2,-13.3,54.19,15.00
13/04/2009,94.11,0.4,-13.5,54.19,15.00,102.44,0.3,-14.1,54.19,15.00
20/04/2009,94.62,0.5,-13.9,54.19,15.00,102.71,0.3,-15.4,54.19,15.00
27/04/2009,95.13,0.5,-14.4,54.19,15.00,102.83,0.1,-16.3,54.19,15.00
04/05/2009,95.60,0.5,-14.7,54.19,15.00,102.80,0.0,-17.6,54.19,15.00
11/05/2009,96.59,1.0,-14.5,54.19,15.00,103.10,0.3,-18.4,54.19,15.00
18/05/2009,97.54,1.0,-15.4,54.19,15.00,103.37,0.3,-21.1,54.19,15.00
25/05/2009,98.90,1.4,-15.9,54.19,15.00,103.55,0.2,-23.7,54.19,15.00
01/06/2009,99.39,0.5,-16.6,54.19,15.00,103.55,0.0,-25.3,54.19,15.00
08/06/2009,100.59,1.2,-16.3,54.19,15.00,103.78,0.2,-25.9,54.19,15.00
15/06/2009,101.98,1.4,-15.7,54.19,15.00,104.50,0.7,-26.2,54.19,15.00
22/06/2009,102.81,0.8,-15.6,54.19,15.00,104.92,0.4,-26.5,54.19,15.00
29/06/2009,103.30,0.5,-15.5,54.19,15.00,105.05,0.1,-27.0,54.19,15.00
06/07/2009,103.57,0.3,-15.7,54.19,15.00,105.11,0.1,-27.4,54.19,15.00
13/07/2009,102.78,-0.8,-16.7,54.19,15.00,104.04,-1.1,-28.8,54.19,15.00
20/07/2009,102.22,-0.6,-17.2,54.19,15.00,102.99,-1.0,-29.9,54.19,15.00
27/07/2009,102.17,0.0,-14.7,54.19,15.00,102.91,-0.1,-27.8,54.19,15.00
03/08/2009,102.36,0.2,-12.7,54.19,15.00,103.20,0.3,-25.0,54.19,15.00
10/08/2009,103.01,0.7,-10.9,54.19,15.00,103.79,0.6,-22.4,54.19,15.00
17/08/2009,103.96,0.9,-8.3,54.19,15.00,104.45,0.7,-19.6,54.19,15.00
24/08/2009,104.70,0.7,-7.3,54.19,15.00,105.11,0.7,-18.6,54.19,15.00
31/08/2009,105.11,0.4,-7.1,54.19,15.00,105.50,0.4,-18.4,54.19,15.00
07/09/2009,106.85,1.7,-5.7,56.19,15.00,107.30,1.8,-16.9,56.19,15.00
14/09/2009,106.43,-0.4,-6.1,56.19,15.00,107.09,-0.2,-17.1,56.19,15.00
21/09/2009,105.96,-0.5,-4.9,56.19,15.00,106.79,-0.3,-15.8,56.19,15.00
28/09/2009,105.44,-0.5,-4.4,56.19,15.00,106.39,-0.4,-15.3,56.19,15.00
05/10/2009,104.87,-0.6,-4.6,56.19,15.00,105.85,-0.5,-15.3,56.19,15.00
12/10/2009,104.71,-0.2,-2.3,56.19,15.00,105.69,-0.2,-12.7,56.19,15.00
19/10/2009,105.08,0.4,2.4,56.19,15.00,106.28,0.6,-8.0,56.19,15.00
26/10/2009,106.76,1.7,8.1,56.19,15.00,107.78,1.5,-3.2,56.19,15.00
02/11/2009,107.43,0.7,10.0,56.19,15.00,108.51,0.7,-1.4,56.19,15.00
09/11/2009,108.10,0.7,12.2,56.19,15.00,109.35,0.8,0.2,56.19,15.00
16/11/2009,108.48,0.4,13.7,56.19,15.00,109.65,0.3,0.9,56.19,15.00
23/11/2009,108.73,0.2,15.9,56.19,15.00,109.87,0.2,2.1,56.19,15.00
30/11/2009,108.79,0.1,17.3,56.19,15.00,109.99,0.1,3.4,56.19,15.00
07/12/2009,108.64,-0.2,18.5,56.19,15.00,109.87,-0.1,5.0,56.19,15.00
14/12/2009,108.50,-0.1,19.4,56.19,15.00,109.57,-0.3,8.3,56.19,15.00
21/12/2009,107.47,-1.0,19.5,56.19,15.00,109.13,-0.4,9.2,56.19,15.00
28/12/2009,107.44,0.0,20.1,56.19,15.00,109.17,0.0,10.0,56.19,15.00
04/01/2010,109.34,1.9,23.9,56.19,17.50,111.08,1.9,13.5,56.19,17.50
11/01/2010,110.72,1.4,24.7,56.19,17.50,112.59,1.5,14.3,56.19,17.50
18/01/2010,111.60,0.9,25.4,56.19,17.50,113.39,0.8,14.9,56.19,17.50
25/01/2010,111.87,0.3,24.4,56.19,17.50,113.71,0.3,14.3,56.19,17.50
01/02/2010,111.91,0.0,23.7,56.19,17.50,113.75,0.0,13.9,56.19,17.50
08/02/2010,111.95,0.0,22.7,56.19,17.50,113.79,0.0,13.5,56.19,17.50
15/02/2010,111.89,-0.1,21.8,56.19,17.50,113.68,-0.1,12.8,56.19,17.50
22/02/2010,111.56,-0.3,21.2,56.19,17.50,112.76,-0.9,11.9,56.19,17.50
01/03/2010,112.42,0.9,22.1,56.19,17.50,113.41,0.6,12.8,56.19,17.50
08/03/2010,113.71,1.3,23.6,56.19,17.50,114.68,1.3,14.7,56.19,17.50
15/03/2010,115.46,1.7,25.3,56.19,17.50,116.21,1.5,16.4,56.19,17.50
22/03/2010,116.59,1.1,26.4,56.19,17.50,117.28,1.1,17.8,56.19,17.50
29/03/2010,117.28,0.7,25.9,56.19,17.50,118.21,0.9,18.2,56.19,17.50
05/04/2010,119.29,2.0,25.6,57.19,17.50,120.09,1.9,17.9,57.19,17.50
12/04/2010,119.94,0.7,25.8,57.19,17.50,121.11,1.0,18.7,57.19,17.50
19/04/2010,120.55,0.6,25.9,57.19,17.50,121.74,0.6,19.0,57.19,17.50
26/04/2010,120.99,0.4,25.9,57.19,17.50,122.31,0.6,19.5,57.19,17.50
03/05/2010,121.18,0.2,25.6,57.19,17.50,122.68,0.4,19.9,57.19,17.50
10/05/2010,121.31,0.1,24.7,57.19,17.50,122.82,0.1,19.7,57.19,17.50
17/05/2010,121.30,0.0,23.8,57.19,17.50,122.83,0.0,19.5,57.19,17.50
24/05/2010,119.93,-1.4,21.0,57.19,17.50,121.92,-0.9,18.4,57.19,17.50
31/05/2010,118.54,-1.4,19.2,57.19,17.50,120.76,-1.2,17.2,57.19,17.50
07/06/2010,118.20,-0.3,17.6,57.19,17.50,120.40,-0.4,16.6,57.19,17.50
14/06/2010,117.87,-0.3,15.9,57.19,17.50,120.21,-0.2,15.7,57.19,17.50
21/06/2010,117.80,-0.1,15.0,57.19,17.50,120.39,0.2,15.5,57.19,17.50
28/06/2010,117.88,0.1,14.6,57.19,17.50,120.38,0.0,15.3,57.19,17.50
05/07/2010,117.91,0.0,14.3,57.19,17.50,120.44,0.1,15.3,57.19,17.50
12/07/2010,117.39,-0.5,14.6,57.19,17.50,119.78,-0.7,15.7,57.19,17.50
19/07/2010,116.85,-0.5,14.6,57.19,17.50,119.24,-0.5,16.2,57.19,17.50
26/07/2010,116.61,-0.2,14.4,57.19,17.50,119.03,-0.2,16.1,57.19,17.50
02/08/2010,116.51,-0.1,14.2,57.19,17.50,119.03,0.0,15.8,57.19,17.50
09/08/2010,116.35,-0.2,13.3,57.19,17.50,118.94,-0.1,15.1,57.19,17.50
16/08/2010,116.34,0.0,12.4,57.19,17.50,118.79,-0.2,14.3,57.19,17.50
23/08/2010,115.64,-0.7,10.9,57.19,17.50,117.90,-0.9,12.8,57.19,17.50
30/08/2010,114.98,-0.7,9.9,57.19,17.50,117.37,-0.5,11.9,57.19,17.50
06/09/2010,114.59,-0.4,7.7,57.19,17.50,117.09,-0.3,9.8,57.19,17.50
13/09/2010,114.66,0.1,8.2,57.19,17.50,117.17,0.1,10.1,57.19,17.50
20/09/2010,115.06,0.4,9.1,57.19,17.50,117.72,0.5,10.9,57.19,17.50
27/09/2010,115.39,0.3,10.0,57.19,17.50,118.11,0.4,11.7,57.19,17.50
04/10/2010,116.01,0.6,11.1,58.19,17.50,118.97,0.9,13.1,58.19,17.50
11/10/2010,116.78,0.8,12.1,58.19,17.50,119.77,0.8,14.1,58.19,17.50
18/10/2010,117.28,0.5,12.2,58.19,17.50,120.60,0.8,14.3,58.19,17.50
25/10/2010,117.74,0.5,11.0,58.19,17.50,121.17,0.6,13.4,58.19,17.50
01/11/2010,118.18,0.4,10.7,58.19,17.50,121.66,0.5,13.2,58.19,17.50
08/11/2010,118.67,0.5,10.6,58.19,17.50,122.19,0.5,12.8,58.19,17.50
15/11/2010,118.80,0.1,10.3,58.19,17.50,122.51,0.3,12.9,58.19,17.50
22/11/2010,118.99,0.2,10.3,58.19,17.50,122.74,0.2,12.9,58.19,17.50
29/11/2010,119.21,0.2,10.4,58.19,17.50,123.20,0.5,13.2,58.19,17.50
06/12/2010,120.54,1.3,11.9,58.19,17.50,124.62,1.4,14.7,58.19,17.50
13/12/2010,121.68,1.1,13.2,58.19,17.50,125.77,1.2,16.2,58.19,17.50
20/12/2010,122.31,0.6,14.8,58.19,17.50,126.52,0.7,17.4,58.19,17.50
27/12/2010,123.44,1.1,16.0,58.19,17.50,127.68,1.2,18.5,58.19,17.50
03/01/2011,124.85,1.4,15.5,58.95,17.50,129.11,1.4,18.0,58.95,17.50
10/01/2011,127.40,2.5,16.7,58.95,20.00,131.60,2.5,19.0,58.95,20.00
17/01/2011,127.87,0.5,16.3,58.95,20.00,132.33,0.7,18.9,58.95,20.00
24/01/2011,128.35,0.5,16.5,58.95,20.00,133.00,0.7,19.3,58.95,20.00
31/01/2011,128.55,0.2,16.6,58.95,20.00,133.25,0.3,19.5,58.95,20.00
07/02/2011,128.64,0.1,16.7,58.95,20.00,133.47,0.2,19.7,58.95,20.00
14/02/2011,128.73,0.1,16.8,58.95,20.00,133.71,0.2,20.0,58.95,20.00
21/02/2011,128.92,0.2,17.4,58.95,20.00,134.04,0.3,21.3,58.95,20.00
28/02/2011,129.72,0.8,17.3,58.95,20.00,135.06,1.0,21.6,58.95,20.00
07/03/2011,131.28,1.6,17.6,58.95,20.00,136.90,1.8,22.2,58.95,20.00
14/03/2011,132.18,0.9,16.7,58.95,20.00,138.25,1.4,22.0,58.95,20.00
21/03/2011,133.11,0.9,16.5,58.95,20.00,139.53,1.3,22.3,58.95,20.00
28/03/2011,132.44,-0.7,15.2,57.95,20.00,139.04,-0.5,20.8,57.95,20.00
04/04/2011,132.81,0.4,13.5,57.95,20.00,139.46,0.4,19.4,57.95,20.00
11/04/2011,133.68,0.9,13.7,57.95,20.00,140.33,0.9,19.2,57.95,20.00
18/04/2011,135.06,1.4,14.5,57.95,20.00,141.34,1.0,19.6,57.95,20.00
25/04/2011,135.62,0.6,14.6,57.95,20.00,142.11,0.8,19.8,57.95,20.00
02/05/2011,136.29,0.7,15.1,57.95,20.00,142.53,0.4,19.8,57.95,20.00
09/05/2011,137.05,0.8,15.7,57.95,20.00,143.06,0.5,20.2,57.95,20.00
16/05/2011,136.40,-0.7,15.1,57.95,20.00,141.50,-1.6,18.7,57.95,20.00
23/05/2011,136.11,-0.3,16.2,57.95,20.00,140.77,-0.7,18.8,57.95,20.00
30/05/2011,135.57,-0.5,17.0,57.95,20.00,139.81,-1.0,19.1,57.95,20.00
06/06/2011,135.62,0.0,17.4,57.95,20.00,139.58,-0.2,19.2,57.95,20.00
13/06/2011,135.86,0.2,18.0,57.95,20.00,139.77,0.2,19.6,57.95,20.00
20/06/2011,136.03,0.2,18.2,57.95,20.00,140.05,0.3,19.7,57.95,20.00
27/06/2011,134.86,-1.2,17.0,57.95,20.00,138.77,-1.3,18.4,57.95,20.00
04/07/2011,133.43,-1.4,15.5,57.95,20.00,137.70,-1.1,17.3,57.95,20.00
11/07/2011,134.18,0.7,16.8,57.95,20.00,138.40,0.7,18.6,57.95,20.00
18/07/2011,134.97,0.8,18.1,57.95,20.00,139.36,1.0,20.1,57.95,20.00
25/07/2011,135.66,0.7,19.0,57.95,20.00,139.95,0.6,20.9,57.95,20.00
01/08/2011,136.07,0.4,19.6,57.95,20.00,140.55,0.6,21.5,57.95,20.00
08/08/2011,136.46,0.4,20.1,57.95,20.00,140.84,0.3,21.9,57.95,20.00
15/08/2011,135.95,-0.5,19.6,57.95,20.00,140.36,-0.5,21.6,57.95,20.00
22/08/2011,134.56,-1.4,18.9,57.95,20.00,139.04,-1.3,21.1,57.95,20.00
29/08/2011,134.32,-0.2,19.3,57.95,20.00,138.72,-0.3,21.3,57.95,20.00
05/09/2011,134.62,0.3,20.0,57.95,20.00,138.96,0.2,21.9,57.95,20.00
12/09/2011,135.00,0.4,20.3,57.95,20.00,139.40,0.4,22.2,57.95,20.00
19/09/2011,135.40,0.4,20.3,57.95,20.00,139.86,0.5,22.1,57.95,20.00
26/09/2011,135.65,0.3,20.3,57.95,20.00,140.14,0.3,22.0,57.95,20.00
03/10/2011,135.02,-0.6,19.0,57.95,20.00,139.77,-0.4,20.8,57.95,20.00
10/10/2011,134.47,-0.5,17.7,57.95,20.00,139.52,-0.2,19.7,57.95,20.00
17/10/2011,134.49,0.0,17.2,57.95,20.00,139.73,0.2,19.1,57.95,20.00
24/10/2011,134.66,0.2,16.9,57.95,20.00,140.19,0.5,19.0,57.95,20.00
31/10/2011,134.73,0.1,16.6,57.95,20.00,140.27,0.1,18.6,57.95,20.00
07/11/2011,134.41,-0.3,15.7,57.95,20.00,140.42,0.1,18.2,57.95,20.00
14/11/2011,133.68,-0.7,14.9,57.95,20.00,140.53,0.1,18.0,57.95,20.00
21/11/2011,133.38,-0.3,14.4,57.95,20.00,141.06,0.5,18.3,57.95,20.00
28/11/2011,133.17,-0.2,14.0,57.95,20.00,141.10,0.0,17.9,57.95,20.00
05/12/2011,132.78,-0.4,12.2,57.95,20.00,140.99,-0.1,16.4,57.95,20.00
12/12/2011,132.53,-0.2,10.8,57.95,20.00,140.95,0.0,15.2,57.95,20.00
19/12/2011,132.49,0.0,10.2,57.95,20.00,140.93,0.0,14.4,57.95,20.00
26/12/2011,132.41,-0.1,9.0,57.95,20.00,140.77,-0.2,13.1,57.95,20.00
02/01/2012,132.40,0.0,7.6,57.95,20.00,140.84,0.1,11.7,57.95,20.00
09/01/2012,132.68,0.3,5.3,57.95,20.00,141.00,0.2,9.4,57.95,20.00
16/01/2012,133.29,0.6,5.4,57.95,20.00,141.69,0.7,9.4,57.95,20.00
23/01/2012,133.72,0.4,5.4,57.95,20.00,142.06,0.4,9.1,57.95,20.00
30/01/2012,134.10,0.4,5.6,57.95,20.00,142.45,0.4,9.2,57.95,20.00
06/02/2012,134.25,0.2,5.6,57.95,20.00,142.24,-0.2,8.8,57.95,20.00
13/02/2012,134.90,0.6,6.2,57.95,20.00,142.83,0.6,9.1,57.95,20.00
20/02/2012,135.21,0.3,6.3,57.95,20.00,143.15,0.3,9.1,57.95,20.00
27/02/2012,136.21,1.0,6.5,57.95,20.00,143.92,0.8,8.9,57.95,20.00
05/03/2012,137.30,1.1,6.0,57.95,20.00,144.71,0.8,7.8,57.95,20.00
12/03/2012,137.90,0.6,5.7,57.95,20.00,145.15,0.4,6.9,57.95,20.00
19/03/2012,138.96,1.1,5.8,57.95,20.00,146.16,1.0,6.6,57.95,20.00
26/03/2012,139.48,0.5,7.0,57.95,20.00,146.56,0.4,7.5,57.95,20.00
02/04/2012,140.99,1.5,8.2,57.95,20.00,147.68,1.1,8.2,57.95,20.00
09/04/2012,141.97,1.0,8.3,57.95,20.00,148.00,0.3,7.7,57.95,20.00
16/04/2012,142.17,0.2,7.1,57.95,20.00,148.04,0.0,6.7,57.95,20.00
23/04/2012,141.76,-0.4,6.1,57.95,20.00,147.96,-0.1,5.9,57.95,20.00
30/04/2012,141.00,-0.8,4.7,57.95,20.00,147.05,-0.9,4.5,57.95,20.00
07/05/2012,140.14,-0.9,3.1,57.95,20.00,146.40,-0.7,3.3,57.95,20.00
14/05/2012,138.29,-1.8,1.9,57.95,20.00,144.52,-1.9,3.0,57.95,20.00
21/05/2012,135.77,-2.5,-0.3,57.95,20.00,141.75,-2.8,1.0,57.95,20.00
28/05/2012,134.37,-1.4,-1.2,57.95,20.00,140.49,-1.3,0.7,57.95,20.00
04/06/2012,134.06,-0.3,-1.6,57.95,20.00,139.96,-0.5,0.4,57.95,20.00
11/06/2012,133.67,-0.4,-2.2,57.95,20.00,139.58,-0.4,-0.2,57.95,20.00
18/06/2012,131.99,-1.7,-4.0,57.95,20.00,137.71,-1.9,-2.3,57.95,20.00
25/06/2012,131.55,-0.4,-3.3,57.95,20.00,137.20,-0.5,-1.6,57.95,20.00
02/07/2012,130.50,-1.0,-2.9,57.95,20.00,135.91,-1.3,-1.8,57.95,20.00
09/07/2012,131.06,0.6,-3.1,57.95,20.00,136.44,0.5,-2.0,57.95,20.00
16/07/2012,131.49,0.4,-3.5,57.95,20.00,136.85,0.4,-2.5,57.95,20.00
23/07/2012,132.21,0.7,-3.4,57.95,20.00,137.72,0.9,-2.2,57.95,20.00
30/07/2012,132.78,0.6,-3.3,57.95,20.00,138.25,0.5,-2.3,57.95,20.00
06/08/2012,133.39,0.6,-3.1,57.95,20.00,138.79,0.5,-2.0,57.95,20.00
13/08/2012,134.27,0.9,-1.7,57.95,20.00,139.46,0.7,-0.9,57.95,20.00
20/08/2012,135.72,1.5,1.2,57.95,20.00,140.79,1.3,1.7,57.95,20.00
27/08/2012,137.10,1.4,2.8,57.95,20.00,142.17,1.4,3.5,57.95,20.00
03/09/2012,138.03,0.9,3.4,57.95,20.00,142.87,0.7,3.9,57.95,20.00
10/09/2012,138.91,0.9,3.9,57.95,20.00,143.66,0.8,4.3,57.95,20.00
17/09/2012,139.42,0.5,4.0,57.95,20.00,144.18,0.5,4.3,57.95,20.00
24/09/2012,139.54,0.1,3.9,57.95,20.00,144.36,0.2,4.2,57.95,20.00
01/10/2012,138.43,-1.1,3.4,57.95,20.00,143.28,-1.1,3.5,57.95,20.00
08/10/2012,138.24,-0.2,3.8,57.95,20.00,143.05,-0.2,3.5,57.95,20.00
15/10/2012,138.35,0.1,3.9,57.95,20.00,143.23,0.2,3.5,57.95,20.00
22/10/2012,138.29,-0.1,3.6,57.95,20.00,143.23,0.0,3.0,57.95,20.00
29/10/2012,136.98,-1.3,2.2,57.95,20.00,143.00,-0.2,2.7,57.95,20.00
05/11/2012,136.43,-0.6,2.0,57.95,20.00,142.75,-0.2,2.3,57.95,20.00
12/11/2012,135.09,-1.3,1.4,57.95,20.00,141.74,-1.0,1.2,57.95,20.00
19/11/2012,134.56,-0.5,1.2,57.95,20.00,141.33,-0.4,0.3,57.95,20.00
26/11/2012,134.38,-0.2,1.2,57.95,20.00,141.13,-0.2,0.0,57.95,20.00
03/12/2012,133.05,-1.3,0.3,57.95,20.00,140.91,-0.2,-0.1,57.95,20.00
10/12/2012,132.55,-0.5,0.0,57.95,20.00,140.76,-0.1,-0.2,57.95,20.00
17/12/2012,131.98,-0.6,-0.5,57.95,20.00,140.08,-0.7,-0.8,57.95,20.00
24/12/2012,131.95,0.0,-0.5,57.95,20.00,139.84,-0.2,-0.9,57.95,20.00
31/12/2012,131.92,0.0,-0.5,57.95,20.00,139.81,0.0,-1.0,57.95,20.00
07/01/2013,131.86,-0.1,-0.8,57.95,20.00,139.75,-0.1,-1.3,57.95,20.00
14/01/2013,132.00,0.1,-1.3,57.95,20.00,139.68,-0.1,-2.0,57.95,20.00
21/01/2013,132.21,0.2,-1.5,57.95,20.00,139.95,0.3,-2.1,57.95,20.00
28/01/2013,132.95,0.7,-1.2,57.95,20.00,140.77,0.8,-1.7,57.95,20.00
04/02/2013,134.38,1.4,0.1,57.95,20.00,141.91,1.1,-0.3,57.95,20.00
11/02/2013,135.56,1.2,0.7,57.95,20.00,143.03,1.1,0.2,57.95,20.00
18/02/2013,136.86,1.3,1.6,57.95,20.00,144.17,1.1,1.0,57.95,20.00
25/02/2013,138.50,1.6,2.3,57.95,20.00,145.55,1.4,1.6,57.95,20.00
04/03/2013,139.47,1.0,2.2,57.95,20.00,146.34,0.8,1.6,57.95,20.00
11/03/2013,140.00,0.5,2.1,57.95,20.00,146.71,0.4,1.6,57.95,20.00
18/03/2013,137.58,-2.4,-1.4,57.95,20.00,144.84,-1.9,-1.3,57.95,20.00
25/03/2013,137.09,-0.5,-2.4,57.95,20.00,144.33,-0.5,-2.2,57.95,20.00
01/04/2013,137.30,0.2,-3.7,57.95,20.00,143.51,-0.8,-4.2,57.95,20.00
08/04/2013,137.31,0.0,-4.7,57.95,20.00,143.13,-0.4,-4.9,57.95,20.00
15/04/2013,137.11,-0.2,-5.1,57.95,20.00,141.67,-1.5,-6.4,57.95,20.00
22/04/2013,135.68,-1.4,-6.1,57.95,20.00,140.64,-1.0,-7.3,57.95,20.00
29/04/2013,134.66,-1.0,-6.3,57.95,20.00,139.59,-1.0,-7.5,57.95,20.00
06/05/2013,133.42,-1.2,-6.7,57.95,20.00,138.54,-1.1,-7.9,57.95,20.00
13/05/2013,133.12,-0.3,-5.2,57.95,20.00,138.27,-0.3,-6.3,57.95,20.00
20/05/2013,133.17,0.1,-2.6,57.95,20.00,138.42,0.2,-3.3,57.95,20.00
27/05/2013,133.64,0.5,-0.7,57.95,20.00,138.82,0.4,-1.7,57.95,20.00
03/06/2013,134.04,0.4,0.0,57.95,20.00,139.17,0.4,-0.8,57.95,20.00
10/06/2013,134.30,0.3,0.6,57.95,20.00,139.43,0.3,-0.1,57.95,20.00
17/06/2013,134.46,0.2,2.5,57.95,20.00,139.54,0.1,1.8,57.95,20.00
24/06/2013,134.52,0.1,3.0,57.95,20.00,139.64,0.1,2.4,57.95,20.00
01/07/2013,133.44,-1.1,2.9,57.95,20.00,138.51,-1.1,2.6,57.95,20.00
08/07/2013,133.77,0.3,2.7,57.95,20.00,138.73,0.2,2.3,57.95,20.00
15/07/2013,134.95,1.2,3.5,57.95,20.00,139.84,1.1,3.0,57.95,20.00
22/07/2013,136.04,1.1,3.8,57.95,20.00,140.72,0.9,3.0,57.95,20.00
29/07/2013,136.87,0.8,4.1,57.95,20.00,141.44,0.7,3.2,57.95,20.00
05/08/2013,137.02,0.1,3.6,57.95,20.00,141.67,0.2,2.9,57.95,20.00
12/08/2013,137.13,0.1,2.9,57.95,20.00,141.82,0.1,2.4,57.95,20.00
19/08/2013,137.00,-0.1,1.3,57.95,20.00,141.73,-0.1,0.9,57.95,20.00
28/08/2013,136.83,-0.2,-0.3,57.95,20.00,141.78,0.0,-0.4,57.95,20.00
02/09/2013,137.14,0.3,-0.9,57.95,20.00,142.09,0.3,-0.8,57.95,20.00
09/09/2013,137.60,0.5,-1.3,57.95,20.00,142.67,0.6,-1.0,57.95,20.00
16/09/2013,137.47,-0.1,-1.9,57.95,20.00,142.52,-0.2,-1.7,57.95,20.00
23/09/2013,136.95,-0.5,-2.6,57.95,20.00,142.09,-0.4,-2.3,57.95,20.00
30/09/2013,133.40,-3.6,-5.0,57.95,20.00,140.19,-1.9,-3.1,57.95,20.00
07/10/2013,131.62,-1.8,-6.6,57.95,20.00,138.83,-1.4,-4.2,57.95,20.00
14/10/2013,131.67,0.1,-6.7,57.95,20.00,139.15,0.3,-4.1,57.95,20.00
21/10/2013,131.53,-0.1,-6.8,57.95,20.00,138.99,-0.2,-4.2,57.95,20.00
28/10/2013,131.42,-0.1,-5.6,57.95,20.00,138.88,-0.1,-4.1,57.95,20.00
04/11/2013,129.92,-1.5,-6.5,57.95,20.00,137.51,-1.4,-5.2,57.95,20.00
11/11/2013,129.71,-0.2,-5.4,57.95,20.00,137.32,-0.2,-4.4,57.95,20.00
18/11/2013,129.89,0.2,-4.7,57.95,20.00,137.47,0.1,-3.9,57.95,20.00
25/11/2013,130.03,0.1,-4.3,57.95,20.00,137.72,0.2,-3.4,57.95,20.00
02/12/2013,130.25,0.2,-2.8,57.95,20.00,137.90,0.2,-3.0,57.95,20.00
09/12/2013,130.76,0.5,-1.8,57.95,20.00,138.55,0.7,-2.2,57.95,20.00
16/12/2013,130.96,0.2,-1.0,57.95,20.00,138.84,0.3,-1.2,57.95,20.00
23/12/2013,130.05,-0.9,-1.9,57.95,20.00,138.17,-0.7,-1.7,57.95,20.00
30/12/2013,130.03,0.0,-1.9,57.95,20.00,137.98,-0.2,-1.8,57.95,20.00
06/01/2014,130.26,0.2,-1.6,57.95,20.00,138.11,0.1,-1.6,57.95,20.00
13/01/2014,130.36,0.1,-1.6,57.95,20.00,138.34,0.2,-1.3,57.95,20.00
20/01/2014,129.37,-1.0,-2.8,57.95,20.00,137.23,-1.1,-2.7,57.95,20.00
27/01/2014,129.02,-0.3,-3.9,57.95,20.00,136.94,-0.3,-3.8,57.95,20.00
