year,region_id,region_name,region_ons_code,road_category_id,road_category_name,link_length_km,link_length_miles,all_motor_vehicles
2000,10,West Midlands,E12000005,2,PM,4.3,2.67,82600000
2000,10,West Midlands,E12000005,3,TA,838.7,521.14,3640100000
2000,10,West Midlands,E12000005,4,PA,2694.69,1674.4,7138200000
2000,10,West Midlands,E12000005,5,M,28355.3,17619.17,10680300000
2000,11,North East,E12000001,1,TM,55.6,34.55,586000000
2000,11,North East,E12000001,2,PM,2.4,1.49,33700000
2000,11,North East,E12000001,3,TA,437.5,271.85,2323100000
2000,11,North East,E12000001,4,PA,1319.8,820.09,3439100000
2000,11,North East,E12000001,5,M,14232.4,8843.6,4932700000
2001,1,South West,E12000009,1,TM,326.8,203.06,4722100000
2001,1,South West,E12000009,3,TA,999.5,621.06,4287700000
2001,1,South West,E12000009,4,PA,3927.1,2440.19,8766200000
2001,1,South West,E12000009,5,M,44208.5,27469.89,10286300000
2001,2,East Midlands,E12000004,1,TM,193.7,120.36,3854800000
2001,2,East Midlands,E12000004,3,TA,1210.8,752.36,5751100000
2001,2,East Midlands,E12000004,4,PA,2624.26,1630.64,6263300000
2001,2,East Midlands,E12000004,5,M,27126.5,16855.63,7905100000
2001,3,Scotland,S92000003,1,TM,386.49,240.15,3459300000
2001,3,Scotland,S92000003,3,TA,2811.97,1747.28,5677200000
2001,3,Scotland,S92000003,4,PA,7482.01,4649.11,7204900000
2001,3,Scotland,S92000003,5,M,48637.3,30221.82,8407200000
2001,4,Wales,W92000004,1,TM,141.3,87.8,1825400000
2001,4,Wales,W92000004,3,TA,1546.6,961.01,3591000000
2001,4,Wales,W92000004,4,PA,2631.39,1635.07,4442700000
2001,4,Wales,W92000004,5,M,28714,17842.05,5670400000
2001,5,North West,E12000002,1,TM,615.5,382.45,9770800000
2001,5,North West,E12000002,2,PM,24.1,14.98,233100000
2001,5,North West,E12000002,3,TA,826.83,513.77,3017500000
2001,5,North West,E12000002,4,PA,3165.68,1967.06,9084900000
2001,5,North West,E12000002,5,M,31984.7,19874.37,10859800000
2001,6,London,E12000007,1,TM,60.1,37.34,1339900000
2001,6,London,E12000007,4,PA,1720.8,1069.26,11466000000
2001,6,London,E12000007,5,M,12859.4,7990.46,7523900000
2001,7,East of England,E12000006,1,TM,264.1,164.1,5003400000
2001,7,East of England,E12000006,3,TA,1138.47,707.41,6995600000
2001,7,East of England,E12000006,4,PA,2754.13,1711.34,8443400000
2001,7,East of England,E12000006,5,M,35130.8,21829.27,12088300000
2001,8,Yorkshire and the Humber,E12000003,1,TM,361.8,224.81,5202400000
2001,8,Yorkshire and the Humber,E12000003,2,PM,3.5,2.17,48700000
2001,8,Yorkshire and the Humber,E12000003,3,TA,682.85,424.3,3327300000
2001,8,Yorkshire and the Humber,E12000003,4,PA,2623.63,1630.25,7101900000
2001,8,Yorkshire and the Humber,E12000003,5,M,27964.4,17376.27,8586400000
2001,9,South East,E12000008,1,TM,644.4,400.41,13291600000
2001,9,South East,E12000008,2,PM,10.6,6.59,168400000
2001,9,South East,E12000008,3,TA,875.6,544.07,6837100000
2001,9,South East,E12000008,4,PA,4332.18,2691.89,14471900000
2001,9,South East,E12000008,5,M,41536.4,25809.52,16508000000
2001,10,West Midlands,E12000005,1,TM,381.7,237.18,6804900000
2001,10,West Midlands,E12000005,2,PM,4.3,2.67,71000000
2001,10,West Midlands,E12000005,3,TA,838.7,521.14,3773500000
2001,10,West Midlands,E12000005,4,PA,2709.59,1683.66,7243200000
2001,10,West Midlands,E12000005,5,M,28413.4,17655.27,10675500000
2001,11,North East,E12000001,1,TM,55.6,34.55,606900000
2001,11,North East,E12000001,2,PM,2.4,1.49,33700000
2001,11,North East,E12000001,3,TA,437.5,271.85,2421800000
2001,11,North East,E12000001,4,PA,1314.2,816.61,3503200000
2001,11,North East,E12000001,5,M,14263,8862.62,4840400000
2002,1,South West,E12000009,1,TM,326.8,203.06,4803700000
2002,1,South West,E12000009,3,TA,1003,623.24,4395900000
2002,1,South West,E12000009,4,PA,3925.9,2439.44,8971200000
2002,1,South West,E12000009,5,M,44288,27519.29,10869800000
2002,2,East Midlands,E12000004,1,TM,193.7,120.36,3931200000
2002,2,East Midlands,E12000004,3,TA,1106.9,687.8,5583900000
2002,2,East Midlands,E12000004,4,PA,2727.76,1694.95,6718500000
2002,2,East Midlands,E12000004,5,M,27178.9,16888.19,8294500000
2002,3,Scotland,S92000003,1,TM,386.49,240.15,3560200000
2002,3,Scotland,S92000003,3,TA,2804.07,1742.37,5963500000
2002,3,Scotland,S92000003,4,PA,7493.01,4655.94,7388500000
2002,3,Scotland,S92000003,5,M,48721.1,30273.89,8741000000
2002,4,Wales,W92000004,1,TM,141.3,87.8,1906100000
2002,4,Wales,W92000004,3,TA,1546.6,961.01,3741700000
2002,4,Wales,W92000004,4,PA,2628.29,1633.14,4563100000
2002,4,Wales,W92000004,5,M,28764.3,17873.31,5826700000
2002,5,North West,E12000002,1,TM,615.8,382.64,9961100000
2002,5,North West,E12000002,2,PM,24.1,14.98,238600000
2002,5,North West,E12000002,3,TA,677.83,421.18,2539700000
2002,5,North West,E12000002,4,PA,3322.88,2064.74,9705900000
2002,5,North West,E12000002,5,M,32057.9,19919.86,11109100000
2002,6,London,E12000007,1,TM,60.1,37.34,1374600000
2002,6,London,E12000007,4,PA,1723.02,1070.63,11239600000
2002,6,London,E12000007,5,M,12895.7,8013.02,7801300000
2002,7,East of England,E12000006,1,TM,265.3,164.85,5037000000
2002,7,East of England,E12000006,3,TA,864.1,536.93,6231800000
2002,7,East of England,E12000006,4,PA,3025.6,1880.02,9366000000
2002,7,East of England,E12000006,5,M,35196.1,21869.84,12542600000
2002,8,Yorkshire and the Humber,E12000003,1,TM,361.8,224.81,5369900000
2002,8,Yorkshire and the Humber,E12000003,2,PM,3.5,2.17,48000000
2002,8,Yorkshire and the Humber,E12000003,3,TA,662.95,411.94,3319600000
2002,8,Yorkshire and the Humber,E12000003,4,PA,2648.41,1645.65,7294700000
2002,8,Yorkshire and the Humber,E12000003,5,M,28023.7,17413.12,8908700000
2002,9,South East,E12000008,1,TM,644.4,400.41,13459800000
2002,9,South East,E12000008,2,PM,10.6,6.59,172400000
2002,9,South East,E12000008,3,TA,846,525.68,6855700000
2002,9,South East,E12000008,4,PA,4368.38,2714.39,14682900000
2002,9,South East,E12000008,5,M,41622.5,25863.02,16878500000
2002,10,West Midlands,E12000005,1,TM,381.7,237.18,6959700000
2002,10,West Midlands,E12000005,2,PM,4.3,2.67,72300000
2002,10,West Midlands,E12000005,3,TA,729.6,453.35,3650000000
2002,10,West Midlands,E12000005,4,PA,2816.99,1750.4,7589100000
2002,10,West Midlands,E12000005,5,M,28471,17691.06,10987600000
2002,11,North East,E12000001,1,TM,55.6,34.55,634000000
2002,11,North East,E12000001,2,PM,2.4,1.49,34300000
2002,11,North East,E12000001,3,TA,437.5,271.85,2452600000
2002,11,North East,E12000001,4,PA,1314.9,817.04,3575800000
2002,11,North East,E12000001,5,M,14292.7,8881.07,4884400000
2003,1,South West,E12000009,1,TM,326.8,203.06,4897600000
2003,1,South West,E12000009,3,TA,831.2,516.48,4109300000
2003,1,South West,E12000009,4,PA,4100.8,2548.12,9461400000
2003,1,South West,E12000009,5,M,44369.84,27570.14,11088300000
2003,2,East Midlands,E12000004,1,TM,193.7,120.36,4067900000
2003,2,East Midlands,E12000004,3,TA,667.4,414.7,4479000000
2003,2,East Midlands,E12000004,4,PA,3165.86,1967.17,8113700000
2003,2,East Midlands,E12000004,5,M,27232.84,16921.7,8401200000
2003,3,Scotland,S92000003,1,TM,386.49,240.15,3638500000
2003,3,Scotland,S92000003,3,TA,2804.07,1742.37,6050300000
2003,3,Scotland,S92000003,4,PA,7490.71,4654.51,7486300000
2003,3,Scotland,S92000003,5,M,48808.04,30327.91,8791100000
2003,4,Wales,W92000004,1,TM,141.3,87.8,1939000000
2003,4,Wales,W92000004,3,TA,1546.6,961.01,3834800000
2003,4,Wales,W92000004,4,PA,2628.29,1633.14,4649600000
2003,4,Wales,W92000004,5,M,28815.41,17905.07,5783700000
2003,5,North West,E12000002,1,TM,615.8,382.64,10133500000
2003,5,North West,E12000002,2,PM,24.1,14.98,238800000
2003,5,North West,E12000002,3,TA,586.33,364.33,2341600000
2003,5,North West,E12000002,4,PA,3416.78,2123.09,9947400000
2003,5,North West,E12000002,5,M,32134.81,19967.65,11025100000
2003,6,London,E12000007,1,TM,60.1,37.34,1314600000
2003,6,London,E12000007,4,PA,1719.11,1068.21,11223600000
2003,6,London,E12000007,5,M,12933.71,8036.63,7909900000
2003,7,East of England,E12000006,1,TM,265.3,164.85,5039600000
2003,7,East of England,E12000006,3,TA,852,529.41,6314300000
2003,7,East of England,E12000006,4,PA,3041.64,1889.99,9443200000
2003,7,East of England,E12000006,5,M,35264.38,21912.27,12552200000
2003,8,Yorkshire and the Humber,E12000003,1,TM,361.8,224.81,5366600000
2003,8,Yorkshire and the Humber,E12000003,2,PM,3.5,2.17,46700000
2003,8,Yorkshire and the Humber,E12000003,3,TA,514.05,319.42,2851600000
2003,8,Yorkshire and the Humber,E12000003,4,PA,2797.31,1738.17,7877400000
2003,8,Yorkshire and the Humber,E12000003,5,M,28085.43,17451.48,8942700000
2003,9,South East,E12000008,1,TM,643.8,400.04,13349700000
2003,9,South East,E12000008,2,PM,11.2,6.96,170000000
2003,9,South East,E12000008,3,TA,811.7,504.37,6750300000
2003,9,South East,E12000008,4,PA,4407.31,2738.58,14965700000
2003,9,South East,E12000008,5,M,41713,25919.26,16668900000
2003,10,West Midlands,E12000005,1,TM,381.7,237.18,6869400000
2003,10,West Midlands,E12000005,2,PM,4.3,2.67,74800000
2003,10,West Midlands,E12000005,3,TA,597.2,371.08,3284900000
2003,10,West Midlands,E12000005,4,PA,2923.49,1816.57,8032500000
2003,10,West Midlands,E12000005,5,M,28531.02,17728.35,10961800000
2003,11,North East,E12000001,1,TM,55.6,34.55,626500000
2003,11,North East,E12000001,2,PM,2.4,1.49,33200000
2003,11,North East,E12000001,3,TA,404.1,251.1,2348700000
2003,11,North East,E12000001,4,PA,1346.9,836.92,3761800000
2003,11,North East,E12000001,5,M,14323.47,8900.19,4782600000
2004,1,South West,E12000009,1,TM,326.8,203.06,5016800000
2004,1,South West,E12000009,3,TA,828,514.5,4103200000
2004,1,South West,E12000009,4,PA,4105.24,2550.88,9598200000
2004,1,South West,E12000009,5,M,44039.2,27364.69,11313100000
2004,2,East Midlands,E12000004,1,TM,193.7,120.36,4233400000
2004,2,East Midlands,E12000004,3,TA,643.93,400.12,4437000000
2004,2,East Midlands,E12000004,4,PA,3196.42,1986.16,8344900000
2004,2,East Midlands,E12000004,5,M,26756.3,16625.59,8526600000
2004,3,Scotland,S92000003,1,TM,386.49,240.15,3786800000
2004,3,Scotland,S92000003,3,TA,2804.07,1742.37,6136700000
2004,3,Scotland,S92000003,4,PA,7491.61,4655.07,7582000000
2004,3,Scotland,S92000003,5,M,46033,28603.58,8503400000
2004,4,Wales,W92000004,1,TM,141.3,87.8,2099800000
2004,4,Wales,W92000004,3,TA,1546.6,961.01,3942300000
2004,4,Wales,W92000004,4,PA,2626.69,1632.15,4761200000
2004,4,Wales,W92000004,5,M,28864.8,17935.76,5800600000
2004,5,North West,E12000002,1,TM,615.8,382.64,10591800000
2004,5,North West,E12000002,2,PM,24.1,14.98,247900000
2004,5,North West,E12000002,3,TA,459.03,285.23,1783300000
2004,5,North West,E12000002,4,PA,3551.85,2207.02,10753200000
2004,5,North West,E12000002,5,M,31796.1,19757.18,10858100000
2004,6,London,E12000007,1,TM,60.1,37.34,1292500000
2004,6,London,E12000007,4,PA,1719.61,1068.52,11159800000
2004,6,London,E12000007,5,M,12901.4,8016.56,7911300000
2004,7,East of England,E12000006,1,TM,265.2,164.79,5262500000
2004,7,East of England,E12000006,3,TA,796.93,495.19,6101700000
2004,7,East of England,E12000006,4,PA,3096.52,1924.09,9943600000
2004,7,East of England,E12000006,5,M,35030.1,21766.7,12487800000
2004,8,Yorkshire and the Humber,E12000003,1,TM,361.8,224.81,5637600000
2004,8,Yorkshire and the Humber,E12000003,2,PM,3.5,2.17,48300000
2004,8,Yorkshire and the Humber,E12000003,3,TA,415.95,258.46,2621600000
2004,8,Yorkshire and the Humber,E12000003,4,PA,2900.02,1801.99,8379400000
2004,8,Yorkshire and the Humber,E12000003,5,M,28173.7,17506.33,9003300000
2004,9,South East,E12000008,1,TM,643.4,399.79,13581300000
2004,9,South East,E12000008,2,PM,11.2,6.96,172600000
2004,9,South East,E12000008,3,TA,669.3,415.88,6152500000
2004,9,South East,E12000008,4,PA,4551.61,2828.24,15796500000
2004,9,South East,E12000008,5,M,41415.2,25734.21,16435900000
2004,10,West Midlands,E12000005,1,TM,427.5,265.64,7323700000
2004,10,West Midlands,E12000005,2,PM,4.3,2.67,77500000
2004,10,West Midlands,E12000005,3,TA,579.28,359.95,3146400000
2004,10,West Midlands,E12000005,4,PA,2933.24,1822.63,8223500000
2004,10,West Midlands,E12000005,5,M,28447.2,17676.27,10957300000
2004,11,North East,E12000001,1,TM,55.6,34.55,640800000
2004,11,North East,E12000001,2,PM,2.4,1.49,31800000
2004,11,North East,E12000001,3,TA,404.1,251.1,2428000000
2004,11,North East,E12000001,4,PA,1348.52,837.93,3831500000
2004,11,North East,E12000001,5,M,14024.9,8714.67,4636700000
2005,1,South West,E12000009,1,TM,325.7,202.38,5193900000
2005,1,South West,E12000009,2,PM,1.1,0.68,19500000
2005,1,South West,E12000009,3,TA,704.6,437.82,3768800000
2005,1,South West,E12000009,4,PA,4230.21,2628.53,10049300000
2005,1,South West,E12000009,5,M,43953.7,27311.56,11596000000
2005,2,East Midlands,E12000004,1,TM,195.4,121.42,4205200000
2005,2,East Midlands,E12000004,3,TA,550.34,341.97,4069000000
2005,2,East Midlands,E12000004,4,PA,3291.48,2045.23,8645300000
2005,2,East Midlands,E12000004,5,M,26820.6,16665.55,8678200000
2005,3,Scotland,S92000003,1,TM,386.49,240.15,3821900000
2005,3,Scotland,S92000003,3,TA,2806.03,1743.59,6063300000
2005,3,Scotland,S92000003,4,PA,7464.36,4638.14,7554300000
2005,3,Scotland,S92000003,5,M,46206.5,28711.39,8595400000
2005,4,Wales,W92000004,1,TM,141.3,87.8,2050600000
2005,4,Wales,W92000004,3,TA,1546.6,961.01,3954500000
2005,4,Wales,W92000004,4,PA,2625.49,1631.4,4696000000
2005,4,Wales,W92000004,5,M,28919.6,17969.81,5816000000
2005,5,North West,E12000002,1,TM,611.5,379.97,10426400000
2005,5,North West,E12000002,2,PM,26,16.16,293800000
2005,5,North West,E12000002,3,TA,335.6,208.53,1531600000
2005,5,North West,E12000002,4,PA,3675.48,2283.84,10935600000
2005,5,North West,E12000002,5,M,31882.3,19810.74,10804000000
2005,6,London,E12000007,1,TM,60.1,37.34,1262600000
2005,6,London,E12000007,4,PA,1718.96,1068.11,11172800000
2005,6,London,E12000007,5,M,12962.2,8054.34,7987300000
2005,7,East of England,E12000006,1,TM,264.4,164.29,5255400000
2005,7,East of England,E12000006,3,TA,769.67,478.25,5936800000
2005,7,East of England,E12000006,4,PA,3113.16,1934.43,9953500000
2005,7,East of England,E12000006,5,M,34989,21741.16,12575200000
2005,8,Yorkshire and the Humber,E12000003,1,TM,361.8,224.81,5633200000
2005,8,Yorkshire and the Humber,E12000003,2,PM,3.5,2.17,48100000
2005,8,Yorkshire and the Humber,E12000003,3,TA,417.7,259.55,2651700000
2005,8,Yorkshire and the Humber,E12000003,4,PA,2910.96,1808.79,8402800000
2005,8,Yorkshire and the Humber,E12000003,5,M,28212.6,17530.5,9070500000
2005,9,South East,E12000008,1,TM,644,400.16,13562100000
2005,9,South East,E12000008,2,PM,10.6,6.59,167400000
2005,9,South East,E12000008,3,TA,666.2,413.96,6211600000
2005,9,South East,E12000008,4,PA,4555.45,2830.63,15585400000
2005,9,South East,E12000008,5,M,41366.2,25703.77,16273800000
2005,10,West Midlands,E12000005,1,TM,424.1,263.52,7595600000
2005,10,West Midlands,E12000005,2,PM,4.3,2.67,77500000
2005,10,West Midlands,E12000005,3,TA,540.08,335.59,2986900000
2005,10,West Midlands,E12000005,4,PA,2976.47,1849.49,8243300000
2005,10,West Midlands,E12000005,5,M,28494.3,17705.54,10968500000
2005,11,North East,E12000001,1,TM,55.6,34.55,648200000
2005,11,North East,E12000001,2,PM,2.4,1.49,31700000
2005,11,North East,E12000001,3,TA,347.5,215.93,2376500000
2005,11,North East,E12000001,4,PA,1411.37,876.98,3857700000
2005,11,North East,E12000001,5,M,14023.3,8713.67,4538900000
2006,1,South West,E12000009,1,TM,325.7,202.38,5335700000
2006,1,South West,E12000009,2,PM,1.1,0.68,17400000
2006,1,South West,E12000009,3,TA,705.1,438.13,3788100000
2006,1,South West,E12000009,4,PA,4231.19,2629.14,10159500000
2006,1,South West,E12000009,5,M,44680.1,27762.93,12027900000
2006,2,East Midlands,E12000004,1,TM,195.4,121.42,4248800000
2006,2,East Midlands,E12000004,3,TA,550.82,342.26,4118300000
2006,2,East Midlands,E12000004,4,PA,3293.04,2046.2,8797800000
2006,2,East Midlands,E12000004,5,M,27218.2,16912.61,8887600000
2006,3,Scotland,S92000003,1,TM,407.04,252.92,3997100000
2006,3,Scotland,S92000003,3,TA,2806.96,1744.16,6174200000
2006,3,Scotland,S92000003,4,PA,7518.5,4671.78,7760700000
2006,3,Scotland,S92000003,5,M,48766.6,30302.16,8916200000
2006,4,Wales,W92000004,1,TM,141.3,87.8,2092300000
2006,4,Wales,W92000004,3,TA,1546.6,961.01,4097400000
2006,4,Wales,W92000004,4,PA,2627.04,1632.37,4823000000
2006,4,Wales,W92000004,5,M,29531.9,18350.27,5874100000
2006,5,North West,E12000002,1,TM,611.5,379.97,10703200000
2006,5,North West,E12000002,2,PM,26,16.16,307000000
2006,5,North West,E12000002,3,TA,337.4,209.65,1557600000
2006,5,North West,E12000002,4,PA,3666.95,2278.54,10983800000
2006,5,North West,E12000002,5,M,32238.9,20032.32,10744200000
2006,6,London,E12000007,1,TM,60.1,37.34,1357200000
2006,6,London,E12000007,4,PA,1719.7,1068.57,11366600000
2006,6,London,E12000007,5,M,12965.8,8056.57,7957900000
2006,7,East of England,E12000006,1,TM,265,164.66,5181300000
2006,7,East of England,E12000006,3,TA,788.82,490.15,6132000000
2006,7,East of England,E12000006,4,PA,3093.71,1922.34,9970700000
2006,7,East of England,E12000006,5,M,35652,22153.13,12870100000
2006,8,Yorkshire and the Humber,E12000003,1,TM,375.8,233.51,5906700000
2006,8,Yorkshire and the Humber,E12000003,2,PM,3.5,2.17,47900000
2006,8,Yorkshire and the Humber,E12000003,3,TA,416.87,259.03,2718900000
2006,8,Yorkshire and the Humber,E12000003,4,PA,2920,1814.4,8487500000
2006,8,Yorkshire and the Humber,E12000003,5,M,28390.5,17641.04,9148300000
2006,9,South East,E12000008,1,TM,644,400.16,13851600000
2006,9,South East,E12000008,2,PM,10.6,6.59,173600000
2006,9,South East,E12000008,3,TA,666,413.83,6228700000
2006,9,South East,E12000008,4,PA,4558.89,2832.76,15637700000
2006,9,South East,E12000008,5,M,41528.5,25804.61,16194300000
2006,10,West Midlands,E12000005,1,TM,426.1,264.77,7799600000
2006,10,West Midlands,E12000005,2,PM,4.3,2.67,72400000
2006,10,West Midlands,E12000005,3,TA,541.28,336.34,3029800000
2006,10,West Midlands,E12000005,4,PA,2984.89,1854.72,8302900000
2006,10,West Midlands,E12000005,5,M,28782.9,17884.86,11004000000
2006,11,North East,E12000001,1,TM,55.6,34.55,675100000
2006,11,North East,E12000001,2,PM,2.4,1.49,32000000
2006,11,North East,E12000001,3,TA,346,214.99,2390700000
2006,11,North East,E12000001,4,PA,1415.71,879.68,3959800000
2006,11,North East,E12000001,5,M,14336.7,8908.41,4464000000
2007,1,South West,E12000009,1,TM,326.8,203.06,5424600000
2007,1,South West,E12000009,3,TA,734.7,456.52,3840500000
2007,1,South West,E12000009,4,PA,4205.46,2613.15,9886100000
2007,1,South West,E12000009,5,M,44795.9,27834.88,12624900000
2007,2,East Midlands,E12000004,1,TM,195.4,121.42,4199800000
2007,2,East Midlands,E12000004,3,TA,546.92,339.84,4150700000
2007,2,East Midlands,E12000004,4,PA,3307.04,2054.9,8834200000
2007,2,East Midlands,E12000004,5,M,27155.1,16873.4,9202100000
2007,3,Scotland,S92000003,1,TM,407.04,252.92,4087000000
2007,3,Scotland,S92000003,3,TA,2806.96,1744.16,6191800000
2007,3,Scotland,S92000003,4,PA,7494.6,4656.93,7712000000
2007,3,Scotland,S92000003,5,M,48869.7,30366.22,9200300000
2007,4,Wales,W92000004,1,TM,141.3,87.8,2159200000
2007,4,Wales,W92000004,3,TA,1546.6,961.01,4055000000
2007,4,Wales,W92000004,4,PA,2619.34,1627.58,4854300000
2007,4,Wales,W92000004,5,M,29554,18364,6021400000
2007,5,North West,E12000002,1,TM,615.8,382.64,10819400000
2007,5,North West,E12000002,2,PM,21.7,13.48,252900000
2007,5,North West,E12000002,3,TA,351.1,218.16,1590000000
2007,5,North West,E12000002,4,PA,3652.35,2269.47,10853900000
2007,5,North West,E12000002,5,M,32272,20052.89,10914600000
2007,6,London,E12000007,1,TM,60.1,37.34,1328300000
2007,6,London,E12000007,4,PA,1720.1,1068.82,11101600000
2007,6,London,E12000007,5,M,13003.33,8079.89,8211400000
2007,7,East of England,E12000006,1,TM,265,164.66,5300200000
2007,7,East of England,E12000006,3,TA,776.45,482.46,6076100000
2007,7,East of England,E12000006,4,PA,3129.11,1944.34,10030900000
2007,7,East of England,E12000006,5,M,35772.8,22228.19,13284400000
2007,8,Yorkshire and the Humber,E12000003,1,TM,380,236.12,6055900000
2007,8,Yorkshire and the Humber,E12000003,2,PM,3.5,2.17,48200000
2007,8,Yorkshire and the Humber,E12000003,3,TA,379.47,235.79,2361700000
2007,8,Yorkshire and the Humber,E12000003,4,PA,2951.9,1834.23,8708600000
2007,8,Yorkshire and the Humber,E12000003,5,M,28419.9,17659.31,9445600000
2007,9,South East,E12000008,1,TM,644,400.16,13927900000
2007,9,South East,E12000008,2,PM,10.6,6.59,172500000
2007,9,South East,E12000008,3,TA,669.3,415.88,6222200000
2007,9,South East,E12000008,4,PA,4555.99,2830.96,15541300000
2007,9,South East,E12000008,5,M,41542.3,25813.19,16450300000
2007,10,West Midlands,E12000005,1,TM,427,265.33,7921200000
2007,10,West Midlands,E12000005,2,PM,3.2,1.99,52300000
2007,10,West Midlands,E12000005,3,TA,505.18,313.9,2855300000
2007,10,West Midlands,E12000005,4,PA,3019.99,1876.53,8476600000
2007,10,West Midlands,E12000005,5,M,28816.21,17905.56,11231600000
2007,11,North East,E12000001,1,TM,55.6,34.55,714100000
2007,11,North East,E12000001,2,PM,2.4,1.49,32400000
2007,11,North East,E12000001,3,TA,345.6,214.75,2420000000
2007,11,North East,E12000001,4,PA,1416.41,880.12,3962700000
2007,11,North East,E12000001,5,M,14375.9,8932.77,4486400000
2008,1,South West,E12000009,1,TM,326.8,203.06,5557900000
2008,1,South West,E12000009,3,TA,735.8,457.2,3969800000
2008,1,South West,E12000009,4,PA,4209.56,2615.7,9851000000
2008,1,South West,E12000009,5,M,44712.4,27783,12730300000
2008,2,East Midlands,E12000004,1,TM,195.4,121.42,4070800000
2008,2,East Midlands,E12000004,3,TA,557.22,346.24,4148200000
2008,2,East Midlands,E12000004,4,PA,3301.44,2051.42,8692500000
2008,2,East Midlands,E12000004,5,M,27167.4,16881.04,9214200000
2008,3,Scotland,S92000003,1,TM,406.74,252.74,4152900000
2008,3,Scotland,S92000003,3,TA,2806.96,1744.16,6098000000
2008,3,Scotland,S92000003,4,PA,7464.5,4638.23,7625900000
2008,3,Scotland,S92000003,5,M,48964.1,30424.88,9177400000
2008,4,Wales,W92000004,1,TM,141.3,87.8,2148200000
2008,4,Wales,W92000004,3,TA,1546.6,961.01,4116800000
2008,4,Wales,W92000004,4,PA,2617.54,1626.46,4784900000
2008,4,Wales,W92000004,5,M,29552.8,18363.26,5962300000
2008,5,North West,E12000002,1,TM,615.8,382.64,10845000000
2008,5,North West,E12000002,2,PM,21.3,13.24,248500000
2008,5,North West,E12000002,3,TA,331.7,206.11,1557900000
2008,5,North West,E12000002,4,PA,3665.35,2277.54,10790400000
2008,5,North West,E12000002,5,M,32267,20049.78,10701300000
2008,6,London,E12000007,1,TM,60.1,37.34,1389700000
2008,6,London,E12000007,4,PA,1720.1,1068.82,10716400000
2008,6,London,E12000007,5,M,13015.6,8087.52,8127400000
2008,7,East of England,E12000006,1,TM,265,164.66,5249700000
2008,7,East of England,E12000006,3,TA,769.15,477.93,6129600000
2008,7,East of England,E12000006,4,PA,3116.21,1936.32,10015400000
2008,7,East of England,E12000006,5,M,35502.7,22060.36,13079000000
2008,8,Yorkshire and the Humber,E12000003,1,TM,380,236.12,5960300000
2008,8,Yorkshire and the Humber,E12000003,2,PM,3.5,2.17,44800000
2008,8,Yorkshire and the Humber,E12000003,3,TA,377.67,234.67,2352900000
2008,8,Yorkshire and the Humber,E12000003,4,PA,2950.3,1833.23,8507900000
2008,8,Yorkshire and the Humber,E12000003,5,M,28384.1,17637.06,9373900000
2008,9,South East,E12000008,1,TM,644,400.16,13766000000
2008,9,South East,E12000008,2,PM,10.6,6.59,173700000
2008,9,South East,E12000008,3,TA,669.3,415.88,6145700000
2008,9,South East,E12000008,4,PA,4559.49,2833.14,15323400000
2008,9,South East,E12000008,5,M,41422.3,25738.62,16031500000
2008,10,West Midlands,E12000005,1,TM,427,265.33,7831800000
